id,bedrooms,bathrooms,floors,condition,grade
9808100185,4,3.5,2,3,11
9808100150,5,3.75,1,3,11
9808100100,5,3.25,2,3,10
9804500420,4,2.75,1,3,8
9578501110,4,3.5,2,3,8
9578501030,4,2.5,2,3,8
9578500920,5,3.5,2,3,8
9578500820,4,3.25,2,3,8
9578500810,4,3.25,2,3,8
9578500790,3,2.5,2,3,8
9578500690,4,3.25,2,3,8
9578500510,3,2.5,2,3,8
9578500180,3,2.5,2,3,8
9578200030,3,2,1,4,8
9578140360,3,2.5,2,3,8
9578140180,3,2.5,2,3,8
9578090240,4,2.75,2,3,9
9578090180,4,3,2,3,9
9578090050,4,2.5,2,3,9
9578080130,3,3,3,3,8
9578080040,3,3,3,3,8
9578060660,4,2.5,2,3,8
9578060540,4,2.75,2,3,8
9578060470,3,2.5,2,3,8
9578060420,4,3,2,3,8
9578060370,4,3,2,3,8
9578060230,4,2.5,2,3,8
9578050120,4,2.5,2,4,12
9577800005,3,2.5,2,3,9
9573120260,4,2.25,2,4,7
9572000080,5,3,1,3,8
9567800435,4,1.75,1.5,4,7
9567800140,3,1,1,3,6
9564800145,3,1,1,3,7
9562200090,4,3,1.5,3,10
9561100080,4,2.25,1,4,7
9561100010,3,2.5,1,3,7
9560800390,3,2.25,2,3,8
9560800310,4,2.5,2,3,8
9560800290,3,2.5,2,3,8
9560800040,3,2.5,2,4,8
9560700055,5,2.5,1,4,7
9560700010,3,2.25,1,4,7
9560500105,4,2.25,1,4,8
9558900010,3,2.5,2,3,8
9558800030,2,2,1,2,7
9558800025,3,1,1,3,7
9558200210,3,1,1,3,7
9558200080,3,2.5,1,3,7
9558200045,3,1.75,1,3,7
9558200025,3,2,2,4,7
9558050780,4,2.5,2,3,8
9558050450,3,2.5,2,3,9
9558050360,5,2.75,2,3,9
9558050230,4,3.5,2,3,10
9558050170,4,2.5,1,3,10
9558050020,4,2.5,2,3,9
9558041130,3,2.5,2,3,8
9558040820,6,3.75,2,3,10
9558040230,4,2.5,2,3,9
9558040050,4,2.75,2,3,9
9558021010,4,2.5,2,3,8
9558021000,4,2.5,2,3,8
9558020890,3,2.5,2,3,8
9558020840,4,2.5,2,3,8
9558020610,3,2.5,2,3,8
9558020600,4,2.5,2,3,9
9558020460,4,2.5,2,3,9
9558020380,4,2.5,2,3,9
9558020240,5,2.75,2,3,9
9558010300,4,2.5,2,3,8
9558010230,4,2.5,2,3,8
9558010190,4,2.5,2,3,8
9558010090,4,2.5,2,3,9
9558000100,5,2.5,2,3,9
9557300570,3,2.25,1,4,8
9557300560,3,1.75,1,4,8
9557300190,3,2.25,1,3,8
9557300080,4,1.75,1,4,8
9557300040,5,2.25,1,3,8
9557200090,3,1,1,4,7
9554200200,2,1.75,1,3,7
9554200105,4,2,1,5,8
9553200125,3,1.5,1,3,8
9553200052,3,1,1,3,7
9552701030,4,2.5,2,4,8
9552701000,4,2.25,2,4,8
9552700550,3,2.5,2,3,8
9552700140,5,2.25,1,3,8
9551202875,4,2.5,2,5,8
9551202130,5,2.5,1.5,3,8
9551202025,2,1,1,3,8
9551201660,4,2.5,2,3,9
9551201585,6,2.75,2,5,9
9551201560,2,1,1.5,4,7
9551201295,2,1,1.5,3,7
9551201250,3,1,1.5,4,7
9551201240,4,2.5,2,3,9
9551201155,3,3.25,1.5,4,9
9551200270,5,3,2,5,8
9550204620,3,1.75,1.5,3,7
9550204590,4,1.75,1.5,5,8
9550204515,2,1,1,3,7
9550204450,3,1.5,1.5,5,7
9550203690,5,2.75,2,3,8
9550202870,2,1.75,1,4,7
9550202730,2,1.5,1,3,7
9550202700,2,1.75,1,5,6
9550202140,4,3.75,2,3,9
9550202010,6,2.75,1.5,3,7
9550201550,2,1,1,3,7
9550201495,3,1.75,2,3,7
9550200650,2,1.75,1,4,7
9550200470,4,1.5,2.5,3,7
9550200370,4,1,1.5,3,7
9550200310,2,1,1,3,7
9550200265,3,1,1,3,7
9550200225,3,1.5,1,3,7
9550200155,3,1,1.5,3,7
9547205660,3,2.25,2,5,7
9547205610,4,2.75,1.5,5,7
9547205380,4,2.5,1,3,7
9547205260,3,1.75,1,5,8
9547205225,4,1.75,1,5,7
9547205180,3,2.5,1.5,3,8
9547204930,3,1,1.5,3,7
9547204675,2,1.75,1,3,7
9547204350,3,2,1.5,5,8
9547202950,4,1,1.5,4,7
9547202890,2,1,1,3,7
9547202380,3,1,2,4,7
9547202265,3,3.25,2,5,8
9547202245,4,3,1.5,5,7
9547201850,2,1.75,2,3,7
9547201155,3,1,1.5,4,7
9547200835,3,1,1.5,4,7
9547200790,3,1.75,1.5,4,7
9547200530,6,4,1,3,8
9547200460,3,1.5,1.5,3,7
9547200340,3,2.75,1,3,7
9545260100,4,2.5,2,3,9
9545250110,3,2.5,2,3,9
9545250010,4,2.5,2,3,9
9545240180,4,2.5,2,3,8
9545240070,4,2.25,1,3,8
9545230280,3,2,1,3,8
9545230140,4,2.5,2,3,8
9545220100,3,2.5,1,3,8
9545200180,3,1.75,2,3,8
9544700730,4,2.5,3,3,10
9544700500,3,2.75,2,3,9
9544200422,4,2.75,2,3,10
9544200277,4,3.25,2,3,10
9543000945,3,2.25,2,3,7
9543000896,3,1.5,1,4,7
9543000205,0,0,1,4,7
9542900190,4,1.5,1,3,7
9542890100,2,2.25,2,3,8
9542890010,2,2.5,2,3,8
9542850580,4,2.25,1,4,9
9542850320,3,2.25,1,4,9
9542850290,4,2.5,1,4,9
9542840730,4,2.25,2,3,7
9542840630,3,2.5,2,3,7
9542840590,3,2,1,3,7
9542840570,4,2.5,2,3,7
9542840450,3,1.5,2,3,7
9542840410,4,2.25,2,3,7
9542840340,3,2.25,2,3,7
9542840120,3,2.25,2,3,7
9542840060,4,2.5,2,3,7
9542830690,3,2.5,2,3,7
9542830600,3,2.5,2,3,7
9542830540,4,2.5,2,3,7
9542830480,3,2.5,2,3,7
9542830440,4,2.5,2,3,7
9542830430,3,2.5,2,3,7
9542830350,4,2.5,2,3,7
9542830210,4,2.25,2,3,7
9542830160,4,2.5,2,3,7
9542830050,4,2.5,2,3,7
9542802000,3,1.75,1,3,7
9542801990,4,1.75,1,4,7
9542801410,4,1.75,2,2,8
9542801310,3,2.25,1,3,8
9542801120,4,1.75,1,3,7
9542800820,3,2,1,4,7
9542800700,3,1.75,1,4,7
9542800610,4,2.25,2,3,7
9542800290,3,2,1,3,7
9542800050,2,2.5,1,3,7
9542600070,3,3,1,3,9
9542400075,4,2,1.5,5,9
9542400025,4,1.75,1.5,4,9
9542400010,3,1.75,1.5,5,9
9542300530,4,2.25,1,4,9
9542300430,4,1.75,1,3,9
9542300320,4,2.25,1,4,9
9542200610,4,2.5,1,5,8
9542200220,6,2.75,1,4,10
9542100165,4,3,1,4,9
9542100135,4,1.75,1,3,8
9542100085,4,2.25,1,5,9
9542100005,5,3,1,4,9
9542000340,3,1.75,1,3,8
9542000275,4,2.5,1,3,8
9542000075,3,1.75,1,4,8
9542000050,4,1.75,1,4,8
9542000030,4,2.5,1,4,9
9541800190,5,2.5,1,4,9
9541800075,3,1.75,1,5,8
9541800065,3,1.75,1,3,8
9541800010,5,2.25,1,5,9
9541600490,4,2.5,1,4,9
9541600355,4,2.5,1,5,8
9541600350,3,2.25,1,5,8
9541600295,4,2.5,1,5,8
9541600280,3,1.75,1,4,8
9541600255,4,1.75,1,4,8
9541600110,3,2.5,1,3,9
9541600060,5,2.75,1,4,8
9541600015,4,2.25,1,4,8
9540100060,3,1.75,1,4,7
9540100025,3,1,1,3,7
9537200037,4,1.5,1.5,4,7
9536602080,3,1,1,3,7
9536601996,3,1,1,4,7
9536601852,4,2.75,1,4,7
9536601331,4,2,1,4,8
9536601295,3,1.75,1,5,6
9536601045,3,1,1,4,7
9536600810,4,2.5,1,3,8
9536600105,3,2.75,1,3,8
9536600010,4,0.75,1,4,7
9534400010,4,1.75,1,4,8
9533600185,3,1.75,1,4,7
9533600100,4,3,1,4,8
9533100285,4,3.75,2,3,10
9533100145,3,1,1,3,7
9533100080,3,1.5,1,4,7
9532000500,3,2.5,2,3,8
9532000170,4,2.5,2,3,8
9532000070,4,2.5,2,3,8
9532000010,3,2.5,2,3,8
9530101670,2,1,1,3,7
9530101535,3,1.75,1,4,7
9530101385,2,2,1,3,7
9530101290,3,2,1,3,7
9530100921,4,1.5,1.5,3,7
9530100555,3,1,1.5,4,7
9530100225,4,2,1.5,3,7
9530100085,4,1.75,1.5,4,7
9528105305,4,3.5,2,3,9
9528104985,2,1,1,3,7
9528104910,4,3.25,2,3,8
9528104660,4,3.5,2,3,9
9528104360,2,1.5,3,3,7
9528104345,3,2.25,2,3,7
9528104286,2,1.5,3,3,7
9528104109,3,2.5,3,3,7
9528104108,3,2.5,3,3,7
9528103443,2,1.5,2,3,7
9528102996,3,1.75,3,3,8
9528102993,3,1.5,3,3,8
9528102870,3,1,1,3,7
9528102865,5,3,1.5,4,7
9528102772,2,2,3,3,8
9528102771,3,2.5,3,3,8
9528102110,3,2.25,1.5,3,8
9528102060,2,1.75,1,4,7
9528101224,3,3.5,2,3,8
9528101214,3,3.5,3,3,8
9528101061,4,3.5,3,3,8
9528101032,3,3,3,3,7
9528100963,3,3,3,3,9
9528100899,3,2.5,2.5,3,9
9527310180,3,2.5,2,3,8
9527310110,3,2.75,2,3,8
9527300200,4,2.75,2,3,8
9527000490,3,1.75,1,3,8
9527000330,6,2.75,1,4,8
9527000180,4,3,1,3,8
9527000090,3,2.25,1,3,8
9527000040,3,1.75,1,3,8
9526600710,4,2.5,2,3,8
9526600340,3,2.5,2,3,8
9526600260,4,2.5,2.5,3,8
9526600250,4,2.75,2,3,8
9526600210,4,2.5,2,3,8
9526600140,3,2.5,2,3,8
9526600090,4,2.5,2,3,8
9526500090,3,3,1,3,8
9526500080,4,2,1,3,8
9525600030,2,2.5,3,3,8
9525100040,4,3.25,2.5,3,9
9524100322,3,2.25,3,3,8
9524100207,2,1.5,2,3,7
9524100196,2,1.5,2,3,7
9524100050,3,1.75,3,3,8
9523104345,5,3,2,4,8
9523103990,3,1,1.5,3,7
9523103590,4,1,1.5,4,7
9523103001,2,1,1,3,6
9523103000,3,1.75,1.5,4,7
9523102750,3,1.5,2,4,8
9523102660,3,1,2,3,7
9523102580,3,2.75,1.5,5,7
9523102447,3,1.75,1.5,4,7
9523102420,1,1,1,4,7
9523102040,3,1.5,1,3,7
9523100731,3,2.5,3,3,8
9523100730,3,2.5,3,3,8
9523100712,2,2.5,3,3,8
9523100550,3,1.5,2,5,8
9523100459,2,2.5,3,3,9
9523100458,2,2.5,3,3,9
9523100026,4,2.5,2,4,7
9522600120,4,2.25,2,4,8
9522400350,4,2.25,2,3,8
9522350090,4,2.5,2,3,9
9522300010,3,3.5,2,3,12
9522100485,5,1.75,2,4,7
9522100375,5,1.5,1.5,3,8
9521101520,2,1,1,4,8
9521101455,2,1,1,4,7
9521101315,3,1,1.5,3,7
9521101221,4,2,1.5,3,7
9521101065,2,1.5,1,4,7
9521101055,4,1.75,1.5,5,8
9521101015,6,3,1.5,5,7
9521100960,4,1.5,2,3,7
9521100880,3,1.5,1.5,4,8
9521100867,3,3.25,3,3,8
9521100866,3,3.25,3,3,8
9521100855,3,1.5,3,3,7
9521100795,4,2,1,5,7
9521100586,3,1,1.5,3,7
9521100585,3,1,1.5,3,7
9521100465,2,1,1,3,7
9521100301,2,1,3,3,8
9521100280,3,2.5,3,3,8
9521100214,3,1.75,3,3,8
9521100106,4,1,1.5,3,7
9521100031,3,3.25,3,3,9
9521100029,3,3,3,3,9
9520900230,4,2.75,2,3,8
9520900210,5,2.75,2,3,8
9518100059,2,1,1,3,6
9517200610,3,1.75,1,3,7
9517200480,3,1.75,1,3,7
9517200290,3,1.75,1,3,7
9517200180,3,2,1,4,6
9517200030,3,2,1,4,7
9516500100,3,1.75,1,3,8
9513900050,3,2,1,4,7
9512501450,3,1.75,1,3,7
9512501400,3,1,1,3,7
9512501370,4,1.75,1,5,7
9512500720,5,2.5,1,3,7
9512500680,4,1.75,1,3,7
9512500610,4,1.75,1,3,7
9512500460,3,1.5,1,4,7
9512500380,3,1.75,1,4,7
9512200420,4,2.5,2,3,9
9512200140,3,2,1,3,9
9512200090,3,1.75,1,3,10
9512200050,5,3.75,2,3,10
9512000140,4,2.5,1,4,7
9511120050,3,2.5,2,3,9
9510971070,3,2.5,2,3,9
9510970530,3,2.5,2,3,9
9510970520,3,2.5,2,3,9
9510970310,4,2.5,2,3,9
9510970300,4,2.5,2,3,9
9510970090,4,2.5,2,3,9
9510970050,4,2.5,2,3,9
9510970010,3,2.5,2,3,9
9510930350,4,2.5,2,3,9
9510920120,4,2.5,2,3,10
9510920070,4,2.5,2,3,10
9510920050,3,2.5,2,3,10
9510920040,3,2.5,2,3,10
9510910250,4,2.5,2,3,9
9510910050,3,2.5,2,3,9
9510900710,4,2.25,1,4,7
9510900630,3,2.25,1,4,7
9510900610,5,2.75,1,4,7
9510900360,3,2,1,4,7
9510900270,3,2,1,4,7
9510900140,4,2.5,1,2,7
9510900070,4,1.75,1,3,7
9510861140,3,2.5,2,3,9
9510860840,4,2.5,2,3,9
9510860750,5,3.5,2,3,9
9510860560,3,2.5,2,3,9
9510860060,3,2.5,2,3,9
9510400100,4,2.5,2,3,8
9510320150,4,2.5,2,3,9
9510310280,4,3.5,2,3,9
9510310030,4,2.75,2,3,9
9510300220,3,2.5,2,3,9
9510300130,4,2.5,2,3,9
9508850120,4,1.75,1,4,8
9508850100,3,2.25,2,3,8
9508500075,5,1.75,1,4,7
9505100035,2,1,1,3,6
9500900430,4,1.75,1,5,6
9500900135,3,1.5,1,4,7
9500900110,3,1.5,1,3,7
9500900060,3,1.75,1,4,7
9499200220,3,2,1.5,5,6
9498200091,2,2,1,5,7
9498200046,2,1,1,3,7
9493200010,3,1,1,3,7
9492800020,3,1.75,1,4,7
9492500170,4,2.75,2,3,9
9492500160,4,2.75,2,3,9
9492500140,4,2.75,2,3,9
9492500090,3,2.5,2,3,9
9492500010,4,2.75,2,3,9
9485951510,3,2.5,2,4,9
9485951460,4,2.75,2,3,9
9485951170,4,2.25,2,4,9
9485951030,5,3,1.5,4,9
9485950340,3,2.25,2,3,9
9485950310,4,3.25,1.5,5,9
9485950060,5,1.75,1,3,9
9485950040,4,2.75,2,4,8
9485940330,3,2.5,1,3,8
9485940290,4,2.25,1,4,9
9485930120,3,2.25,1,4,8
9485920120,4,2.5,2,2,8
9485910100,4,2.75,1,3,8
9485800050,3,2.5,1,4,7
9485760050,3,2,1,3,8
9485750240,3,2.5,2,4,8
9485750110,3,1.75,1,3,8
9485740340,4,2.5,2,3,8
9485700175,2,1,1,4,6
9485700150,2,1,1,3,6
9485700136,3,1,1,3,6
9485300560,4,2.75,2,4,8
9485300190,4,2.5,2,3,8
9485300010,4,2.5,2,3,8
9482700475,4,3.5,1.5,3,7
9482700455,4,2.75,1.5,5,7
9482700440,5,2.75,1.5,3,7
9482700080,3,1.75,1,3,7
9482700075,4,3.5,2,3,8
9478550430,4,2.5,2,3,7
9478550110,3,2.5,2,3,7
9478501020,3,2.5,2,3,7
9478500770,4,2.5,2,3,7
9478500640,4,2.5,2,3,7
9478500590,3,2.5,2,3,7
9478500570,4,2.5,2,3,7
9478500180,3,2.5,2,3,7
9478400080,4,2.5,2,3,9
9477940440,4,2.5,2,3,7
9477940390,4,2.5,2,3,7
9477920120,4,2.5,2,3,7
9477730080,3,1.75,1,3,8
9477710160,3,1.75,1,4,8
9477580110,4,3.75,2,3,11
9477580030,4,2.75,2,3,11
9477500060,6,2.5,1,3,8
9477201620,4,2.25,1,3,7
9477201530,3,2.25,1,3,7
9477201470,3,1,1,3,7
9477201370,3,1.75,1,4,7
9477201150,3,1.5,1,3,7
9477201060,3,1,1,4,7
9477201040,3,1.75,1,4,7
9477200560,3,1.75,1,4,7
9477200460,3,1,1,4,7
9477200200,3,1.75,1,3,7
9477101280,3,1.75,1,3,7
9477100620,3,1.5,2,3,7
9477100490,3,1.75,1,3,7
9477100330,3,1.75,1,3,7
9477100170,3,1.5,2,3,7
9477100060,3,1.75,1,5,7
9477001410,4,1.75,1,4,7
9477001350,3,1.75,1,3,7
9477001280,4,2,1,5,7
9477001270,3,1.75,1,4,7
9477001140,4,1.75,1,4,7
9477000650,3,1.75,1,5,7
9477000300,4,2.25,1,4,7
9477000280,4,2.25,1,3,7
9477000190,3,2.25,1,4,7
9477000120,3,1.75,1,3,7
9477000080,4,1.5,2,3,7
9477000060,3,1.75,1,4,7
9476700135,3,1.75,1,5,6
9476700035,4,2,2,4,7
9476200710,3,2.75,2,3,9
9476200680,3,1.75,1,4,6
9476200650,2,1,1,5,6
9476200580,3,1,1,5,6
9476200545,3,2,1,5,6
9476200485,4,1,1,4,6
9476200350,5,3.5,1,3,8
9476200290,3,1,1,4,6
9476200150,2,1,1,4,6
9476200035,2,1,1,3,6
9476200020,3,1,1,5,6
9476010120,5,2.75,2,3,8
9475960050,4,2.75,2,3,9
9475710170,4,2.5,2,3,7
9475710060,4,2.5,2,3,7
9475710040,4,2.5,2,3,7
9475700220,4,2.5,2,3,7
9475200030,3,1.75,1,4,7
9474700020,3,1,1,4,6
9473200105,2,1,1.5,3,7
9472200060,3,2.75,1,3,10
9471201175,4,3.25,1.5,5,9
9471201110,4,1.75,1,5,9
9471200370,4,3,2,5,10
9471200265,4,3.25,2,3,12
9471200200,4,4.25,1,3,10
9471200115,4,2.5,1,3,10
9471200065,5,3.25,2,5,9
9468200175,3,2,1,3,7
9468200163,3,2,1,5,7
9468200140,2,1.75,1,4,7
9468200125,2,1,1,4,7
9468200109,3,3.5,2,3,10
9468200100,4,1,1,3,7
9465910380,4,2.25,2,3,9
9465910320,3,2.5,2,3,9
9465910310,4,2.5,2,3,9
9465910190,3,1.75,1,3,9
9465910150,3,2.5,2,3,9
9465910070,3,2.5,2,4,8
9465910030,3,2.5,2,3,9
9465900500,3,2.5,2,3,9
9465200405,2,1,1,4,7
9465200181,4,1.5,1.5,4,7
9464700340,4,2.5,1,4,10
9460000110,3,1.75,1,3,7
9460000010,3,1.75,1,3,7
9459200120,3,2,1.5,4,7
9459200110,2,1,1,4,7
9456200450,4,2.5,1.5,3,7
9456200405,3,1,1,4,6
9455200790,3,1.75,1,4,7
9455200596,3,1,1,3,6
9455200570,6,2.5,1,3,7
9455200445,3,1.75,1,3,8
9455200329,3,1.75,1,3,8
9455200205,3,2,1,3,8
9454200030,4,2.75,2,3,8
9448300115,4,2,1.5,5,7
9448300061,2,1,1,3,6
9445300045,4,2.5,1.5,4,7
9441300030,3,1.75,1,4,7
9438300035,3,1.75,1,3,7
9435300051,3,1,1,3,7
9435300030,4,1,1,1,5
9433000480,4,3.5,3,3,9
9433000470,4,2.75,3,3,9
9433000460,4,2.75,2,3,9
9433000390,4,2.75,3,3,9
9433000060,4,2.75,2,3,9
9432900560,3,2.5,2,3,8
9432900380,3,2.5,2,3,8
9432900250,4,2.75,2,3,8
9432900180,4,2.75,2,3,8
9432900070,4,2.25,2,3,8
9432900040,4,2.5,2,3,8
9432750190,4,2.5,2,3,9
9432750070,4,2.5,2,3,9
9430110120,3,2.5,2,3,9
9430110030,4,2.5,2,3,8
9430100360,3,2.5,2,3,8
9430100020,4,2.75,2,3,8
9430000070,3,2.5,2,3,7
9429500146,3,2.5,1,2,9
9429500045,3,1,1.5,4,7
9429400170,3,2.5,2,3,8
9429400060,3,2.5,2,3,8
9429000170,4,2.5,2,3,8
9424400200,2,1,1,3,6
9424400110,2,1,2,3,9
9424400105,4,1.75,1,3,7
9423800030,3,1,1,4,5
9423400193,3,2.75,1,3,7
9423400140,3,1.75,1,3,7
9422400035,2,2,2,3,7
9421500160,4,1.5,1,3,8
9421500150,3,1,1,3,8
9421500130,5,2.5,1,4,8
9421500070,4,2.25,1,3,8
9421500010,4,2.25,1,3,8
9418400240,2,1,1,3,7
9417400215,2,1,1,4,6
9417400110,4,1,1,3,7
9416400020,3,2.75,2,3,8
9415950020,4,2.5,2,3,8
9414700020,4,3,2,3,8
9414610320,4,2.5,1,4,8
9414610240,3,1.75,1,4,8
9414610070,3,1.75,1,4,8
9414610020,5,3.25,2,4,8
9414610010,3,2,1,3,8
9414500480,3,1.75,1,4,7
9414500230,3,2.25,1,4,8
9414500200,4,1.75,1,4,7
9414100030,4,3.25,1,3,9
9413900035,4,3.25,2,3,10
9413600670,3,1.75,1,5,7
9413600420,3,2.25,1,4,8
9413600380,4,1.75,1,4,7
9413600350,3,1.75,1,5,8
9413600100,3,2.25,1,4,8
9413600010,3,1.75,1,4,7
9413500350,3,1.75,1,4,8
9413400165,3,2.25,2,4,7
9412900055,3,1.75,1,3,6
9412900045,3,1.5,1.5,3,8
9412710440,4,2.75,1,4,7
9412700550,3,2.5,1,3,7
9412700160,3,2.25,1,4,7
9412400220,4,2.75,2,3,11
9412400185,4,4.5,2,3,10
9412200730,3,1.5,1,4,7
9412200660,4,1,1,4,7
9412200330,3,1.75,1,4,7
9412200280,4,3,1,4,7
9412200260,4,2.5,1,3,7
9412200080,4,2.5,1,4,7
9408300380,3,2.5,2,3,9
9408300310,3,1.75,1,3,9
9408300180,4,2.5,2,4,9
9407600250,3,2,1,3,7
9407600070,3,2,1,3,7
9407150360,5,2.5,2,3,7
9407150350,3,2.5,2,3,7
9407150310,4,2.5,2,5,7
9407150250,3,2.5,2,3,7
9407150240,3,2.5,2,3,7
9407150130,4,2.5,2,3,7
9407150100,3,2,1,3,7
9407111250,3,1,1,3,7
9407111220,2,1,1,3,7
9407111100,2,1.75,1,3,7
9407110710,3,1.75,1,2,7
9407110710,3,1.75,1,2,7
9407110700,3,1,1,3,7
9407110680,3,1.5,2,3,7
9407102460,3,1.75,1,3,7
9407102360,3,1.75,1,3,7
9407102245,3,2,1,3,7
9407101900,3,1,1,3,7
9407101850,3,2.25,2,4,7
9407101840,4,2.5,1,3,7
9407101380,3,2,1,2,7
9407101180,3,2.25,2,3,7
9407100800,3,1,1,3,7
9407100730,3,1.75,1,3,7
9407100720,3,1.75,2,3,7
9407100500,3,1.75,2,4,6
9407100310,3,2.5,1,3,7
